year,master_chronology,SLC01B
1894,0.216693512,0.87403532
1895,-0.197451161,-0.402062723
1896,0.904732988,1.389625648
1897,1.123053964,1.559812419
1898,2.386359645,2.662646784
1899,2.042487808,1.512016258
1900,0.616589862,0.229401238
1901,1.020978421,0.916977741
1902,0.071805527,0.358052332
1903,1.178792732,1.441168884
1904,-0.745138868,-0.501860134
1905,1.197805194,0.630936883
1906,1.10940362,1.451291294
1907,1.426087773,0.711894849
1908,1.748460419,2.023799247
1909,1.174794915,1.496047479
1910,0.125567498,0.024275103
1911,0.711881934,0.658185395
1912,1.27132117,1.760330755
1913,0.691233919,1.300482145
1914,1.382665225,0.626070322
1915,1.732319519,2.164371218
1916,0.893143726,1.214027394
1917,1.049950403,0.34993354
1918,0.224476759,0.425031113
1919,0.893478456,2.088589627
1920,1.378306981,2.268485079
1921,0.900440884,0.678324715
1922,1.408590281,1.160577433
1923,0.565047162,-0.20009504
1924,1.191331802,0.810403535
1925,-0.58347509,-1.016004015
1926,0.851354918,0.911902465
1927,0.717811486,1.049997462
1928,0.967880783,1.111830499
1929,1.135879111,1.262539839
1930,1.559856895,1.050092705
1931,1.131062812,1.05279538
1932,1.994332073,3.011912495
1933,1.101050595,0.743485226
1934,0.379215038,-0.030752066
1935,1.705598117,1.273721185
1936,1.607912239,1.247509937
1937,1.058099801,2.039402737
1938,0.895420436,0.984027353
1939,-0.183998344,-0.044060809
1940,1.268929541,0.963925971
1941,1.558093524,2.072881431
1942,1.317537453,1.304542072
1943,-0.364800898,-0.950791836
1944,1.739215748,1.173807077
1945,2.049311194,1.467087532
1946,0.941737657,1.042313149
1947,0.915340876,0.407448353
1948,-0.089891694,0.663924732
1949,1.137755848,2.088648889
1950,1.650919985,3.23648868
1951,-0.100958498,-1.242589938
1952,2.210243604,2.27559227
1953,1.141828302,0.497562694
1954,-1.117592305,-1.240372289
1955,1.423155646,1.326605978
1956,-0.012838633,0.106767184
1957,1.529371717,1.989437505
1958,1.798501595,1.480076444
1959,1.67749332,2.962795513
1960,1.062148523,3.143736967
1961,0.035677048,-1.234191244
1962,0.677321915,2.179437287
1963,0.638175174,-1.230199622
1964,1.671288978,1.574111453
1965,1.900369556,2.382295079
1966,1.15216592,1.0042873
1967,0.649502574,-1.221604991
1968,2.526745791,1.774070267
1969,1.069919454,-1.222039428
1970,1.430553628,1.479817218
1971,-0.455164877,-1.226803424
1972,0.366841352,2.227463018
1973,1.465859227,2.570673537
1974,-0.77702268,-1.234585068
1975,1.739155678,2.463896394
1976,0.905693344,1.394819155
1977,0.367188309,-0.182611453
1978,0.930551558,1.647994135
1979,1.899309126,2.177017043
1980,0.182984535,0.189947163
1981,1.345804851,1.331117882
1982,-0.388838426,-0.40007499
1983,0.912858616,0.987298782
1984,1.757336179,1.123664205
1985,1.793745542,0.937840996
1986,1.312615551,0.727121586
1987,1.743339738,2.904030177
1988,1.006782686,1.968923095
1989,0.449418745,1.085509381
1990,-0.192470753,-0.704121528
1991,1.452269704,1.603772474
1992,1.510470846,1.168856024
1993,1.39948708,1.243103376
1994,-0.236549107,-0.098164106
1995,1.370314915,1.34424311
